,order_id,order_date,delivery_date,customer_name,gender,age,city,state,product_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,delivery_duration
27,5,2021-03-23,2021-03-24,Artemas Vasilischev,Bigender,53,South Rileyview,Western Australia,695,113,1,113,Jacket,Parka,XS,violet,59,1
28,6,2021-09-09,2021-10-05,Katusha Ceney,Bigender,49,Daughertyport,Queensland,38,104,2,208,Shirt,Dress,L,red,79,26
29,6,2021-09-09,2021-10-05,Katusha Ceney,Bigender,49,Daughertyport,Queensland,473,118,2,236,Jacket,Puffer,L,green,43,26
30,6,2021-09-09,2021-10-05,Katusha Ceney,Bigender,49,Daughertyport,Queensland,242,106,1,106,Shirt,Chambray,M,violet,72,26
31,6,2021-09-09,2021-10-05,Katusha Ceney,Bigender,49,Daughertyport,Queensland,804,91,2,182,Jacket,Pullover,XL,violet,69,26
32,7,2021-04-05,2021-04-11,Tann Scothron,Genderqueer,64,Walterstad,New South Wales,850,113,2,226,Trousers,Chinos,XS,yellow,41,6
33,7,2021-04-05,2021-04-11,Tann Scothron,Genderqueer,64,Walterstad,New South Wales,1162,99,3,297,Trousers,High-Waisted,M,orange,69,6
34,8,2021-04-12,2021-05-01,Aurie Margett,Agender,39,Amelieburgh,New South Wales,765,109,1,109,Jacket,Peacoat,XS,violet,54,19
35,8,2021-04-12,2021-05-01,Aurie Margett,Agender,39,Amelieburgh,New South Wales,256,95,2,190,Shirt,Polo,S,yellow,77,19
36,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,203,98,1,98,Shirt,Camp Collared,L,indigo,72,10
37,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,486,118,2,236,Jacket,Puffer,S,violet,46,10
38,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,708,119,1,119,Jacket,Trench Coat,L,orange,70,10
39,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,10
40,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,917,96,3,288,Trousers,Drawstring,M,orange,76,10
41,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,1061,93,2,186,Trousers,Joggers,S,yellow,76,10
42,9,2021-05-01,2021-05-11,Lucas Cromly,Polygender,67,O'connertown,Tasmania,35,104,2,208,Shirt,Dress,XS,red,63,10
43,10,2021-10-15,2021-10-16,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,325,109,3,327,Shirt,Mandarin Collar,XS,yellow,45,1
44,10,2021-10-15,2021-10-16,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,860,113,2,226,Trousers,Chinos,XS,blue,69,1
45,10,2021-10-15,2021-10-16,Ira Dafforne,Non-binary,57,Sophiemouth,Tasmania,426,107,3,321,Jacket,Denim,S,orange,51,1
46,11,2021-06-15,2021-06-30,Jillana Blankau,Genderfluid,54,Port Adamburgh,Northern Territory,877,94,2,188,Trousers,Cords,M,red,68,15
47,11,2021-06-15,2021-06-30,Jillana Blankau,Genderfluid,54,Port Adamburgh,Northern Territory,780,91,3,273,Jacket,Pullover,XS,yellow,65,15
48,12,2021-06-30,2021-07-11,Didi Garton,Polygender,60,Carterbury,Queensland,782,91,1,91,Jacket,Pullover,M,yellow,49,11
49,12,2021-06-30,2021-07-11,Didi Garton,Polygender,60,Carterbury,Queensland,632,93,2,186,Jacket,Coach,M,red,76,11
50,12,2021-06-30,2021-07-11,Didi Garton,Polygender,60,Carterbury,Queensland,846,113,3,339,Trousers,Chinos,S,orange,58,11
51,12,2021-06-30,2021-07-11,Didi Garton,Polygender,60,Carterbury,Queensland,180,98,1,98,Shirt,Camp Collared,XS,orange,52,11
52,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,217,106,2,212,Shirt,Chambray,M,orange,43,16
53,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,95,118,3,354,Shirt,Flannel,XS,indigo,46,16
54,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,800,91,2,182,Jacket,Pullover,XS,violet,61,16
55,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,835,117,1,117,Jacket,Shearling,XS,violet,75,16
56,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,1249,112,2,224,Trousers,Tracksuit Bottoms,XL,blue,68,16
57,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,753,109,2,218,Jacket,Peacoat,L,green,73,16
58,13,2021-10-15,2021-10-31,Bird McGarvie,Female,60,East Jakeberg,New South Wales,114,92,3,276,Shirt,Denim,XL,orange,67,16
59,14,2021-03-29,2021-04-12,Felic Marrian,Male,75,Samanthaberg,South Australia,1202,105,2,210,Trousers,Pleated,M,yellow,54,14
60,14,2021-03-29,2021-04-12,Felic Marrian,Male,75,Samanthaberg,South Australia,227,106,3,318,Shirt,Chambray,M,green,56,14
61,14,2021-03-29,2021-04-12,Felic Marrian,Male,75,Samanthaberg,South Australia,108,92,2,184,Shirt,Denim,L,red,52,14
62,14,2021-03-29,2021-04-12,Felic Marrian,Male,75,Samanthaberg,South Australia,91,118,3,354,Shirt,Flannel,S,blue,43,14
63,14,2021-03-29,2021-04-12,Felic Marrian,Male,75,Samanthaberg,South Australia,909,94,2,188,Trousers,Cords,XL,violet,73,14
64,15,2021-09-22,2021-10-08,Maegan Ashton,Genderqueer,67,West Isla,Tasmania,699,113,3,339,Jacket,Parka,XL,violet,80,16
65,15,2021-09-22,2021-10-08,Maegan Ashton,Genderqueer,67,West Isla,Tasmania,1195,105,3,315,Trousers,Pleated,XS,orange,74,16
66,15,2021-09-22,2021-10-08,Maegan Ashton,Genderqueer,67,West Isla,Tasmania,291,105,2,210,Shirt,Cuban Collar,S,yellow,41,16
67,15,2021-09-22,2021-10-08,Maegan Ashton,Genderqueer,67,West Isla,Tasmania,972,97,3,291,Trousers,Slim-Fit,M,indigo,67,16
68,15,2021-09-22,2021-10-08,Maegan Ashton,Genderqueer,67,West Isla,Tasmania,1212,105,2,210,Trousers,Pleated,M,blue,66,16
69,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,7,96,3,288,Shirt,Oxford Cloth,M,orange,77,1
70,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,381,94,3,282,Shirt,Henley,S,violet,43,1
71,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,17,96,2,192,Shirt,Oxford Cloth,M,green,60,1
72,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,297,105,2,210,Shirt,Cuban Collar,M,green,45,1
73,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,28,96,1,96,Shirt,Oxford Cloth,L,indigo,70,1
74,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,934,96,1,96,Trousers,Drawstring,XL,blue,60,1
75,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,324,109,3,327,Shirt,Mandarin Collar,XL,orange,59,1
76,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,578,100,2,200,Jacket,Bomber,L,green,78,1
77,16,2021-07-07,2021-07-08,Shoshana Redsell,Bigender,34,North Marcusland,Northern Territory,273,95,1,95,Shirt,Polo,L,indigo,60,1
78,17,2021-02-09,2021-02-11,Sherwynd Batsford,Polygender,45,Samuelside,New South Wales,132,92,2,184,Shirt,Denim,M,indigo,56,2
79,17,2021-02-09,2021-02-11,Sherwynd Batsford,Polygender,45,Samuelside,New South Wales,791,91,2,182,Jacket,Pullover,S,blue,73,2
80,17,2021-02-09,2021-02-11,Sherwynd Batsford,Polygender,45,Samuelside,New South Wales,463,118,1,118,Jacket,Puffer,L,orange,66,2
81,17,2021-02-09,2021-02-11,Sherwynd Batsford,Polygender,45,Samuelside,New South Wales,1066,93,2,186,Trousers,Joggers,S,green,76,2
82,18,2021-01-01,2021-01-03,Anny Midden,Non-binary,32,Lake Amelia,Victoria,35,104,1,104,Shirt,Dress,XS,red,63,2
83,18,2021-01-01,2021-01-03,Anny Midden,Non-binary,32,Lake Amelia,Victoria,970,97,3,291,Trousers,Slim-Fit,XS,indigo,74,2
84,18,2021-01-01,2021-01-03,Anny Midden,Non-binary,32,Lake Amelia,Victoria,285,105,1,105,Shirt,Cuban Collar,XS,orange,62,2
85,18,2021-01-01,2021-01-03,Anny Midden,Non-binary,32,Lake Amelia,Victoria,1110,115,3,345,Trousers,Cropped,XS,indigo,55,2
86,18,2021-01-01,2021-01-03,Anny Midden,Non-binary,32,Lake Amelia,Victoria,452,107,1,107,Jacket,Denim,M,violet,43,2
87,19,2021-08-30,2021-09-10,Corri Womack,Non-binary,39,Port Ali,Tasmania,71,118,1,118,Shirt,Flannel,S,red,59,11
88,19,2021-08-30,2021-09-10,Corri Womack,Non-binary,39,Port Ali,Tasmania,347,109,2,218,Shirt,Mandarin Collar,M,violet,76,11
89,19,2021-08-30,2021-09-10,Corri Womack,Non-binary,39,Port Ali,Tasmania,316,109,2,218,Shirt,Mandarin Collar,S,red,48,11
90,19,2021-08-30,2021-09-10,Corri Womack,Non-binary,39,Port Ali,Tasmania,809,117,3,351,Jacket,Shearling,XL,red,42,11
91,19,2021-08-30,2021-09-10,Corri Womack,Non-binary,39,Port Ali,Tasmania,682,113,3,339,Jacket,Parka,M,green,71,11
92,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,596,112,2,224,Jacket,Cardigan,S,red,47,7
93,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,85,118,3,354,Shirt,Flannel,XS,green,55,7
94,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,571,100,1,100,Jacket,Bomber,S,yellow,64,7
95,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,1114,115,3,345,Trousers,Cropped,XL,indigo,58,7
96,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,514,102,3,306,Jacket,Windbreaker,XL,blue,59,7
97,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,681,113,1,113,Jacket,Parka,S,green,62,7
98,20,2021-01-13,2021-01-20,Bone Perche,Genderqueer,36,Aliceland,Western Australia,1114,115,1,115,Trousers,Cropped,XL,indigo,58,7
99,21,2021-04-04,2021-04-17,Pate De Ambrosis,Non-binary,54,Donnellyfort,New South Wales,7,96,1,96,Shirt,Oxford Cloth,M,orange,77,13
100,21,2021-04-04,2021-04-17,Pate De Ambrosis,Non-binary,54,Donnellyfort,New South Wales,298,105,2,210,Shirt,Cuban Collar,L,green,58,13
101,21,2021-04-04,2021-04-17,Pate De Ambrosis,Non-binary,54,Donnellyfort,New South Wales,906,94,2,188,Trousers,Cords,S,violet,65,13
102,22,2021-05-28,2021-06-09,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,20,96,1,96,Shirt,Oxford Cloth,XS,blue,47,12
103,22,2021-05-28,2021-06-09,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,60,12
104,22,2021-05-28,2021-06-09,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,134,92,1,92,Shirt,Denim,XL,indigo,58,12
105,22,2021-05-28,2021-06-09,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,172,91,2,182,Shirt,Linen,M,violet,44,12
106,22,2021-05-28,2021-06-09,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,321,109,3,327,Shirt,Mandarin Collar,S,orange,52,12
107,22,2021-05-28,2021-06-09,Nelli Engall,Genderfluid,21,Chasemouth,Western Australia,912,96,1,96,Trousers,Drawstring,M,red,70,12
108,23,2021-05-17,2021-05-22,Roley Cassedy,Male,63,North Isabelleside,South Australia,238,106,2,212,Shirt,Chambray,L,indigo,79,5
109,23,2021-05-17,2021-05-22,Roley Cassedy,Male,63,North Isabelleside,South Australia,809,117,3,351,Jacket,Shearling,XL,red,42,5
110,24,2021-09-04,2021-09-20,Faber Purcell,Female,78,Andrewborough,New South Wales,8,96,1,96,Shirt,Oxford Cloth,L,orange,48,16
111,24,2021-09-04,2021-09-20,Faber Purcell,Female,78,Andrewborough,New South Wales,852,113,2,226,Trousers,Chinos,M,yellow,58,16
112,25,2021-07-04,2021-07-08,Joy Mirrlees,Agender,58,West Rubyland,Queensland,736,109,3,327,Jacket,Peacoat,S,red,67,4
113,25,2021-07-04,2021-07-08,Joy Mirrlees,Agender,58,West Rubyland,Queensland,593,100,2,200,Jacket,Bomber,L,violet,68,4
114,26,2021-04-25,2021-05-04,Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,808,117,2,234,Jacket,Shearling,L,red,40,9
115,26,2021-04-25,2021-05-04,Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,154,91,3,273,Shirt,Linen,XL,yellow,54,9
116,26,2021-04-25,2021-05-04,Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,453,107,1,107,Jacket,Denim,L,violet,50,9
117,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,302,105,2,210,Shirt,Cuban Collar,M,blue,55,12
118,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,823,117,1,117,Jacket,Shearling,L,green,66,12
119,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,360,94,1,94,Shirt,Henley,XS,yellow,42,12
120,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,430,107,1,107,Jacket,Denim,XS,yellow,52,12
121,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,1027,90,3,270,Trousers,Relaxed Leg,M,yellow,68,12
122,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,603,112,1,112,Jacket,Cardigan,L,orange,79,12
123,27,2021-05-16,2021-05-28,Melodee Spencley,Bigender,49,Crooksshire,Victoria,843,113,2,226,Trousers,Chinos,L,red,44,12
124,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,19,96,2,192,Shirt,Oxford Cloth,XL,green,42,16
125,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,226,106,2,212,Shirt,Chambray,S,green,63,16
126,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1158,99,1,99,Trousers,High-Waisted,L,red,52,16
127,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,730,119,1,119,Jacket,Trench Coat,XS,violet,64,16
128,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,2,96,2,192,Shirt,Oxford Cloth,M,red,54,16
129,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,761,109,2,218,Jacket,Peacoat,S,indigo,49,16
130,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,684,113,3,339,Jacket,Parka,XL,green,55,16
131,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,922,96,2,192,Trousers,Drawstring,M,yellow,55,16
132,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1053,93,2,186,Trousers,Joggers,L,red,63,16
133,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,60,16
134,28,2021-08-19,2021-09-04,Crin Johnikin,Polygender,66,South Clairetown,Queensland,803,91,2,182,Jacket,Pullover,L,violet,78,16
135,29,2021-03-22,2021-03-28,Orella Singyard,Polygender,24,Michaelberg,Victoria,633,93,1,93,Jacket,Coach,L,red,80,6
136,29,2021-03-22,2021-03-28,Orella Singyard,Polygender,24,Michaelberg,Victoria,907,94,3,282,Trousers,Cords,M,violet,77,6
137,29,2021-03-22,2021-03-28,Orella Singyard,Polygender,24,Michaelberg,Victoria,246,95,2,190,Shirt,Polo,S,red,60,6
138,29,2021-03-22,2021-03-28,Orella Singyard,Polygender,24,Michaelberg,Victoria,762,109,3,327,Jacket,Peacoat,M,indigo,52,6
139,30,2021-07-07,2021-07-26,Whitney Scarman,Female,27,Trompview,Tasmania,407,119,2,238,Shirt,Casual Slim Fit,M,blue,61,19
140,30,2021-07-07,2021-07-26,Whitney Scarman,Female,27,Trompview,Tasmania,325,109,2,218,Shirt,Mandarin Collar,XS,yellow,45,19
141,30,2021-07-07,2021-07-26,Whitney Scarman,Female,27,Trompview,Tasmania,2,96,1,96,Shirt,Oxford Cloth,M,red,54,19
142,30,2021-07-07,2021-07-26,Whitney Scarman,Female,27,Trompview,Tasmania,411,119,2,238,Shirt,Casual Slim Fit,S,indigo,65,19
143,30,2021-07-07,2021-07-26,Whitney Scarman,Female,27,Trompview,Tasmania,1167,99,1,99,Trousers,High-Waisted,M,yellow,45,19
144,30,2021-07-07,2021-07-26,Whitney Scarman,Female,27,Trompview,Tasmania,462,118,3,354,Jacket,Puffer,M,orange,61,19
145,31,2021-03-11,2021-04-05,Herschel Verdey,Female,26,Jacobport,New South Wales,484,118,2,236,Jacket,Puffer,XL,indigo,60,25
146,31,2021-03-11,2021-04-05,Herschel Verdey,Female,26,Jacobport,New South Wales,1071,93,1,93,Trousers,Joggers,S,blue,50,25
147,31,2021-03-11,2021-04-05,Herschel Verdey,Female,26,Jacobport,New South Wales,1245,112,1,112,Trousers,Tracksuit Bottoms,XS,blue,42,25
148,32,2021-06-17,2021-07-14,Codie Everly,Genderfluid,51,Port Christopher,South Australia,1096,115,3,345,Trousers,Cropped,S,yellow,65,27
149,32,2021-06-17,2021-07-14,Codie Everly,Genderfluid,51,Port Christopher,South Australia,323,109,1,109,Shirt,Mandarin Collar,L,orange,56,27
150,32,2021-06-17,2021-07-14,Codie Everly,Genderfluid,51,Port Christopher,South Australia,22,96,3,288,Shirt,Oxford Cloth,M,blue,57,27
151,33,2021-07-01,2021-07-07,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,486,118,2,236,Jacket,Puffer,S,violet,46,6
152,33,2021-07-01,2021-07-07,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,1173,99,3,297,Trousers,High-Waisted,L,green,75,6
153,33,2021-07-01,2021-07-07,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,322,109,3,327,Shirt,Mandarin Collar,M,orange,78,6
154,33,2021-07-01,2021-07-07,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,955,97,3,291,Trousers,Slim-Fit,XS,yellow,59,6
155,33,2021-07-01,2021-07-07,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,511,102,2,204,Jacket,Windbreaker,S,blue,41,6
156,34,2021-05-23,2021-05-30,Chandal Fransinelli,Polygender,21,Hackettchester,South Australia,817,117,2,234,Jacket,Shearling,M,yellow,60,7
157,34,2021-05-23,2021-05-30,Chandal Fransinelli,Polygender,21,Hackettchester,South Australia,555,98,1,98,Jacket,Leather,XS,violet,70,7
158,34,2021-05-23,2021-05-30,Chandal Fransinelli,Polygender,21,Hackettchester,South Australia,775,91,3,273,Jacket,Pullover,XS,orange,79,7
159,34,2021-05-23,2021-05-30,Chandal Fransinelli,Polygender,21,Hackettchester,South Australia,62,104,1,104,Shirt,Dress,M,indigo,51,7
160,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,991,106,2,212,Trousers,Wool,S,yellow,69,7
161,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,527,98,1,98,Jacket,Leather,M,red,54,7
162,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,1257,112,2,224,Trousers,Tracksuit Bottoms,M,violet,73,7
163,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,1043,90,1,90,Trousers,Relaxed Leg,L,indigo,48,7
164,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,549,98,1,98,Jacket,Leather,XL,blue,67,7
165,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,302,105,1,105,Shirt,Cuban Collar,M,blue,55,7
166,35,2021-08-31,2021-09-07,Jermaine Goranov,Genderfluid,64,Kreigerbury,Northern Territory,671,113,3,339,Jacket,Parka,S,orange,72,7
167,36,2021-08-22,2021-09-04,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,675,113,1,113,Jacket,Parka,XS,yellow,63,13
168,36,2021-08-22,2021-09-04,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,636,93,3,279,Jacket,Coach,S,orange,55,13
169,36,2021-08-22,2021-09-04,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,37,104,2,208,Shirt,Dress,M,red,57,13
170,36,2021-08-22,2021-09-04,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,831,117,2,234,Jacket,Shearling,S,indigo,45,13
171,36,2021-08-22,2021-09-04,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,737,109,2,218,Jacket,Peacoat,M,red,59,13
172,36,2021-08-22,2021-09-04,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,203,98,1,98,Shirt,Camp Collared,L,indigo,72,13
173,37,2021-07-07,2021-07-18,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,809,117,3,351,Jacket,Shearling,XL,red,42,11
174,37,2021-07-07,2021-07-18,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,995,106,3,318,Trousers,Wool,XS,green,73,11
175,37,2021-07-07,2021-07-18,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,605,112,3,336,Jacket,Cardigan,XS,yellow,46,11
176,37,2021-07-07,2021-07-18,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,608,112,2,224,Jacket,Cardigan,L,yellow,50,11
177,37,2021-07-07,2021-07-18,Jethro Pollak,Genderqueer,38,Lake Alihaven,Northern Territory,645,93,2,186,Jacket,Coach,XS,green,78,11
178,38,2021-02-03,2021-02-19,Winn Siemandl,Bigender,76,South Tyler,Tasmania,1015,90,2,180,Trousers,Relaxed Leg,XS,red,52,16
179,38,2021-02-03,2021-02-19,Winn Siemandl,Bigender,76,South Tyler,Tasmania,503,102,1,102,Jacket,Windbreaker,L,yellow,70,16
180,38,2021-02-03,2021-02-19,Winn Siemandl,Bigender,76,South Tyler,Tasmania,138,92,2,184,Shirt,Denim,L,violet,78,16
181,39,2021-02-26,2021-03-20,Vinnie Feaver,Male,28,North Justin,South Australia,621,112,2,224,Jacket,Cardigan,S,indigo,61,22
182,39,2021-02-26,2021-03-20,Vinnie Feaver,Male,28,North Justin,South Australia,338,109,2,218,Shirt,Mandarin Collar,L,blue,68,22
